RBD,Nombre,Dirección,Teléfono,Correo,Página web,Director(a),Sostenedor,Región,Comuna
41518,JARDIN INFANTIL PILLANCITO,Diego Portales 1605,,andrea.rojas@fach.mil.cl,,Sin información.,Division De Bienestar Social De La Fuerza Aerea De Chile,DE TARAPACÁ,IQUIQUE
41505,JARDIN INFANTIL RUCALEM,Calle Mar Egeo 4781,2325828,jardindaduiqq@gmail.com,,Sin información.,Sociedda Educacional Bahe Limitada,DE TARAPACÁ,IQUIQUE
12757,JARDIN INFANTIL SAMCA ARUMANTI DE IQUIQUE,Los Algarrobos 3450,2443919,samca.casamatriz@gmail.com,Sin información.,Fabiola Andrea Malla Malla,Fundacion Educacional Samca Arumanti,DE TARAPACÁ,IQUIQUE
12613,JARDIN INFANTIL TALPIOT,O`higgins 782` 782,2426927,jardin@talpiot.cl,www.talpiot.cl,Mireya Alicia Troncoso Román,Mireya A. Troncoso R. Serv. Educ. E.i.r.l.,DE TARAPACÁ,IQUIQUE
40156,JARDIN INFANTIL WILLKA,Mariscal Castilla 2854,2761135,jardin.willka@gmail.com,Sin información.,Sin información.,Parraguez Y Lillo Limitada,DE TARAPACÁ,IQUIQUE
20632,JARDIN INFANTIL Y SALA CUNA ARCO IRIS DEL SABER,Rancagua 3243,2767351,jardinarcoirisdelsaber@gmail.com,Sin información.,Sin información.,Sociedad Educacional Norte Wasi Limitada,DE TARAPACÁ,IQUIQUE
40181,JARDIN INFANTIL Y SALA CUNA DEL ANGEL,Rancagua 3426,313031,delangel.jardin@gmail.com,Sin información.,Lidia Del Carmen Azúa Carrasco,Jardin Y Sala Cuna Del Angel Ltda.,DE TARAPACÁ,IQUIQUE
41717,JARDIN INFANTIL Y SALA CUNA ECOKUNA,Oscar Bonilla 1548,962072960,contacto@ecokuna.cl,,Sin información.,Gonzalo Antonio  Vera Berton,DE TARAPACÁ,IQUIQUE
40254,JARDIN INFANTIL Y SALA CUNA EL SOLDADITO,Diego Portales 1305,2400800,jielsoldadito.iqq@gmail.com,Sin información.,Marisol González Zlatar,Comando De Apoyo Administrativo Del Ejercito,DE TARAPACÁ,IQUIQUE
16833,JARDIN INFANTIL Y SALA CUNA EMITA,Rancagua 3416,2313983,direccion@emita.cl,Sin información.,Karla Hilda Prenafeta Flores,Sociedad Comercial Jardin Infantil Emita Limitada,DE TARAPACÁ,IQUIQUE
20526,JARDÍN INFANTIL Y SALA CUNA KRIPPE,José Francisco Vergara 3411,2445441,jardinkiquique@gmail.com,Sin información.,Carla Estrella Marina Álvarez Alfaro,Sociedad Jardin Infantil Y Sala Cuna Krippe Limitada,DE TARAPACÁ,IQUIQUE
41404,JARDIN INFANTIL Y SALA CUNA MANUTARA,Calle Jose Francisco Vergara 3375,2248732,jardininfantilmanutara@gmail.com,,Sin información.,Sociedad Administradora De Establecimientos Educacionales Manutara Limitada,DE TARAPACÁ,IQUIQUE
41276,JARDIN INFANTIL Y SALA CUNA POLILLITA DEL DESIERTO,Juan Martinez 464,,jardin.polillita2@gmail.com,,Sin información.,Pamela Andrea Villarroel Zubieta E.i.r.l,DE TARAPACÁ,IQUIQUE
41382,JARDIN INFANTIL Y SALA CUNA SAN FRANCISCO DE ASIS,Orella 728,2765892,jardin@sanfranciscodeasis.cl,,Sin información.,Jardin Infantil Y Sala Cuna San Francisco De Asis Sociedad Limitada,DE TARAPACÁ,IQUIQUE
134,LICEO ATENEA,Pedro Lagos 951,2413757,atenea1982@hotmail.cl,www.colegioatenea.cl,Jorge Antonio Álvarez Rejas,Entidad Individual Educacional Jose Alberto Baez Soza,DE TARAPACÁ,IQUIQUE
110,LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.,Zegers 818,2241341,lbdsm@slepiquique.cl,Sin información.,María Verónica Ormazábal Vera,Servicio Local De Educacion Pública De Iquique,DE TARAPACÁ,IQUIQUE
12758,LICEO C.E.I.A. JOSE ALEJANDRO SORIA VARAS,Avenida Salvador Allende G. 1659,2544840,ceia@slepiquique.cl,www.ceiaiquique.tk,Héctor Gilberto Inostroza Rojas,Servicio Local De Educacion Pública De Iquique,DE TARAPACÁ,IQUIQUE
107,LICEO LIBERT. GRAL.BERNARDO O´HIGGINS,Baquedano 1200,2544813,lbohiggins@slepiquique.cl,Sin información.,Sebastián Yuk-kin Chang Brack,Servicio Local De Educacion Pública De Iquique,DE TARAPACÁ,IQUIQUE
124,LICEO LUIS CRUZ MARTINEZ,Anker Nielsen 2250,2544829,eduardo.gonzalez@slepiquique.cl,Sin información.,Eduardo Manfredo González Estay,Servicio Local De Educacion Pública De Iquique,DE TARAPACÁ,IQUIQUE
127,LICEO MARIA AUXILIADORA,Jose Joaquin Perez 752,984297741,iquiquemaux@fmachile.org,www.lmaiquique.cl,Wladimir Alexis Luengo Benítez,Congregacion Instituto Hijas De Maria Auxiliadora,DE TARAPACÁ,IQUIQUE
12509,LICEO PDTE. ANIBAL PINTO GARMENDIA.,Oscar Bonilla 1645,2262689,directora@liceoanibalpinto.cl,www.liceoanibalpinto.cl,Elisa Patricia Del Rosario Flores Carrizo,Fundacion Educacional Elju,DE TARAPACÁ,IQUIQUE
108,LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN,Av. Arturo Prat  S/n,227263473,politecnico@slepiquique.cl,Sin información.,Ingrid Soledad Cofré Castro,Servicio Local De Educacion Pública De Iquique,DE TARAPACÁ,IQUIQUE
12591,LICEO SAMCA ARUMANTI,Los Algarrobos 4251,2385900,samca.casamatriz@gmail.com,Sin información.,María Eugenia Muñoz Godoy,Fundacion Educacional Samca Arumanti,DE TARAPACÁ,IQUIQUE
129,LICEO SUPERIOR GABRIELA MISTRAL,Patricio Lynch 1398,2424432,lsgmiqq@hotmail.com,www.facebook.com/liceosuperiorgabrielamistral.mistral,Carolina Isabel Gajardo Garrido,Corporacion Educacional Gabriela Mistral,DE TARAPACÁ,IQUIQUE
40429,LICEO TECNICO PROFESIONAL DE ADULTOS,Libertad S/n,2544821,nancy.perez@slepiquique.cl,Sin información.,Nancy Del Carmen Pérez Lobos,Servicio Local De Educacion Pública De Iquique,DE TARAPACÁ,IQUIQUE
20575,LOS GUAYABITOS,Avda. Salvador Allende 243,57 2437047,graciela.zuniga.c@junjired.cl,,Graciela Soledad Zúñiga Césped,"Junta Nacional De Jardines Infantiles, Junji",DE TARAPACÁ,IQUIQUE
31399,LOS PATITOS,Las Lilas 243,57 2483002,patricia.luco.m@junjired.cl,,Patricia Verónica Luco Muñoz,"Junta Nacional De Jardines Infantiles, Junji",DE TARAPACÁ,IQUIQUE
20579,NORTEÑITO,Concepcion 243,57 2431084,mariangel.contreras.g@junjired.cl,,Mariangel Cristina Contreras García,"Junta Nacional De Jardines Infantiles, Junji",DE TARAPACÁ,IQUIQUE
20576,RAYITO DE SOL,Las Acacias 243,57 2471703,leontina.paredes.v@junjired.cl,,Leontina Del Carmen Paredes Valenzuela,"Junta Nacional De Jardines Infantiles, Junji",DE TARAPACÁ,IQUIQUE
31489,SALA CUNA AMUYUNI,Manuel Plaza  3056,,danielaprz67@gmail.com,,Sin información.,Universidad Arturo Prat,DE TARAPACÁ,IQUIQUE
41906,SALA CUNA Y JARDÍN INFANTIL DE INTEGRA ALTOS DE PLAYA BLANCA,Ruta 1 Lote A5-1 Altos De Playa Blanca  A5-1,000000000,1.altosdeplayablanca@fundacion.integra.cl,,Sin información.,Fundacion Educacional Para El Desarrollo Integral De La Niñez Integra,DE TARAPACÁ,IQUIQUE
41342,SALA CUNA Y JARDÍN INFANTIL ECO HOUSE GARDEN,"Avenida Padre Hurtado N°2120, De La Comuna De Iquique, Región De Tarapacá 2120",24173955,direccion@ecohousegarden.cl,,Sin información.,Eco House Garden Limitada,DE TARAPACÁ,IQUIQUE
41062,SALA CUNA Y JARDIN INFANTIL PACHAKUTI,O´higgins  1352,,contacto@pachacuti.cl,,Sin información.,Jardin Infantil Pacahakuti Juan Pablo Hellman Glasinovic E.i.r.l,DE TARAPACÁ,IQUIQUE
12605,ACADEMIA HOSPICIO,Av. Teniente Merino 2710,2768954,direccion@academiahospicio.cl,www.academiahospicio.cl,Rolando Patricio Canales Hertrampf,Corporación Educacional Academia Hospicio,DE TARAPACÁ,ALTO HOSPICIO
12728,COLEGIO ALTURAS,Calle Argentina 3081,68636867,direccion@calturas.cl,www.calturas.cl,Bastián Andrés Martínez Beretta,Corporacion Educacional Alturas Tarapaca,DE TARAPACÁ,ALTO HOSPICIO
12691,COLEGIO JESUS DE NAZARETH,Los Limoneros 2893,2790317,colegiojesusdenazarethhospicio@gmail.com,Sin información.,María Rosa Moscoso Mamani,Colegio Jesus De Nazareth Corporacion Educacional,DE TARAPACÁ,ALTO HOSPICIO
12693,COLEGIO MACAYA,Avenida La Pampa 3755,2532206,andres.munoz@colegiomacaya.cl,www.colegiomacaya.cl,Andrés Serafín Muñoz Ramos,Fundacion Educacional Macaya,DE TARAPACÁ,ALTO HOSPICIO
12715,COLEGIO MARAN-ATHA,Los Alamos 3750,2496308,corp.educ.maranatha127159@gmail.com,www.colegiomaranatha.cl,Marcela Del Carmen Catalán Muñoz,Corporacion Educacional Colegio Maran-atha,DE TARAPACÁ,ALTO HOSPICIO
12749,COLEGIO MARISTA HERMANO FERNANDO,Av. Ricardo Lagos 4201,2248060,colegio@chf.maristas.cl,www.chf.maristas.cl,Valerio Armando Tapia Santos,Fundacion  Educ. Colegio Marista Hno.fernand,DE TARAPACÁ,ALTO HOSPICIO
12566,COLEGIO METODISTA WILLIAM TAYLOR,Avenida Los Alamos 3025,2491613,virginia.cartes@cmwt.cl,www.lbwt.cl,Virginia Tamara Cartes Garrido,Fundacion Educacional William Taylor,DE TARAPACÁ,ALTO HOSPICIO
12726,COLEGIO MONTE CARMELO,Avenida Las Parcelas 2947,2465000,cvasquez@colegio-montecarmelo.cl,www.colegio-montecarmelo.cl,Carmen Gloria Vásquez Ortega,Fundacion Monte Carmelo,DE TARAPACÁ,ALTO HOSPICIO
40073,COLEGIO MONTE SION,Avda Jerusalen 3521,62082985,sostenedor@colegiomontesion.cl,www.colegiomontesion.cl,Tiare Dominique Quezada Abarca,Fundacion Laids Luz Chiang Pozo,DE TARAPACÁ,ALTO HOSPICIO
40399,COLEGIO NAZARET,Pasaje El Boro 3965,2737500,direccion@colegionazaret.cl,www.colegionazaret.cl,Mauricio Iván Muñoz Cordero,Fundacion Cordillera,DE TARAPACÁ,ALTO HOSPICIO
40422,COLEGIO NIRVANA,Avenida Unión Europea 4292,2248010,secredir@colegionirvana.cl,www.colegionirvana.cl,Richard Eduardo Leal Orellana,Fundacion Educacional Nirvana De Alto Hospicio,DE TARAPACÁ,ALTO HOSPICIO
12588,COLEGIO REINA DEL DESIERTO,Avda. Teniente Merino,224549699,mabelarcosrdd@gmail.com,www.colegioreinadeldesierto.net/,Mabel Matilde Arcos Rojas,Corporación Educacional Reina Del Desierto,DE TARAPACÁ,ALTO HOSPICIO
12747,COLEGIO RUPANIC SCHOOL,Pasaje Bulgaria 4286,2494347,hery.abalos@liceorupanicschool.cl,www.liceorupanicschool.cl,Hery Antonio Ábalos Espejo,Fundacion Educacional Rupanic,DE TARAPACÁ,ALTO HOSPICIO
12650,COLEGIO SAGRADO CORAZON DE JESUS,Avenida Santa Rosa 3120,2495653,secretaria@colegiosagradocorazondejesus.cl,www.colegiosagradocorazondejesus.cl,Juan Alberto Tapia Bustamante,Fundacion Educacional Abiel,DE TARAPACÁ,ALTO HOSPICIO
12567,COLEGIO SAN ANTONIO DE MATILLA,Los Kiwis 3443,2810000,ecamilo@colegiosanantoniodematilla.cl,www.colegiosanantoniodematilla.cl,Eduardo Augusto Miranda Espinoza,Fundacion Educacional Abisai,DE TARAPACÁ,ALTO HOSPICIO
12634,COLEGIO SAN LORENZO DE TARAPACA,Los Alamos 1601,78876207,sanlorenzodetarapaca@gmail.com,colegiosanlorenzotarapaca.cl,Maritza Cecilia Ahumada Vildozo,San Lorenzo De Tarapaca Entidad Individual Educacional,DE TARAPACÁ,ALTO HOSPICIO
12655,COLEGIO SAN PEDRO,Avda. Teniente Hernan Merino Correa 4085,36344172,contacto@colegiosanpedroah.cl,www.colegiosanpedroah.cl,Rodolfo Félix Rojas Crocco,Corporacion Educacional Colegio San Pedro,DE TARAPACÁ,ALTO HOSPICIO
12652,COLEGIO SANTO DOMINGO SAVIO,Av. Teniente Hernán Merino Correa 275,2490320,info@salesianosaltohospicio.cl,www.salesianosaltohospicio.cl,César Leonardo Moraga Contreras,Congregacion Salesiana,DE TARAPACÁ,ALTO HOSPICIO
12632,COLEGIO SIMON BOLIVAR,Alfonsina Storni Sector Autoconstruccion Comuna De Alto Hospicio 4004,2583287,sbolivar@slepiquique.cl,Sin información.,Paul Enrique Spaudo Vásquez,Servicio Local De Educacion Pública De Iquique,DE TARAPACÁ,ALTO HOSPICIO
40159,ESC ESP DE LENG RAMONA HENRIQUEZ ORTEGA,Calle 8 4442,227270150,lenguaje2009@gmail.com,Sin información.,Carla Andrea Villalobos Barraza,Corporacion Educacional Escuela Especial De Lenguaje Ramona Henriquez Ortega,DE TARAPACÁ,ALTO HOSPICIO
12732,ESC ESP DE LENGUAJE COLINA CAMPESTRE,Avda. Teniente Hernan Merino Correa 2950,323317725,klaumonroy@yahoo.com,www.escuelacolinacampestre.cl,Manuel Wilfredo Cherres Cornejo,Entidad Individual Educacional Atlantis E.i.e,DE TARAPACÁ,ALTO HOSPICIO
12734,ESC ESP DE LENGUAJE ESPISANT,Avda. Jerusalen Sitio 3 Lote 3 Sector El Boro 3522,2262566,espisant-altohospicio@hotmail.es,http://www.corporacionespisant.cl/index.html,Delia Juana Canales Lemo,Corporacion Educacional Espisant,DE TARAPACÁ,ALTO HOSPICIO
12753,ESC ESP DE LENGUAJE MI RAYITO DE SOLAZ,Avenida Santa De Rosa De Molle Sitio 3 3960,,contacto@rayitosolaz.cl,www.mirayitodesolaz.com,Eliana Alejandra Araya Neira,Corporacion Educacional Araya Neira,DE TARAPACÁ,ALTO HOSPICIO
40056,ESC ESPECIAL DE LENGUAJE PUCARA,Avenida Mexico 4212,2492389,directoraescuelapucara@gmail.com,Sin información.,Patricia Alejandra Tapia López,Escuela De Lenguaje Pucara E.i.e,DE TARAPACÁ,ALTO HOSPICIO
12602,ESC. BASICA Y PARV. KRONOS SCHOOL,Avda. Teniente Hernán Merino Correa 2490,2546506,secretariarrhh@colegiokronos.cl,www.colegiokronos.cl,Danilo Alejandro Carrasco Carrasco,Fundacion Educacional Kronos De Alto Hospicio,DE TARAPACÁ,ALTO HOSPICIO
12675,ESC. ESP. DE LENGUAJE MILLARAY,Avda. Cerro Esmeralda 3589,50476576,contacto@escuelmillaray.cl,www.escuelamillaray.cl,Valeria María Vial Lillo,Corporacion Educacional Millaray,DE TARAPACÁ,ALTO HOSPICIO
12738,ESC.ESP. DE LENGUAJE SANTA LUCIA,Avda. Las Parcelas 3921,2523183,santalucia@123.cl,www.escuelaespecialdelenguajesantalucia.cl,Ana Luz Solís Gallardo,Escuela De Lenguaje Santa Lucia Corporación Educacional,DE TARAPACÁ,ALTO HOSPICIO
12685,ESC.ESP. DE TRASTORNO DE LA COMUN ISLUGA,Avda. Las Parcelas Nº 2951,2358361,direccion@escueladelenguajeisluga.cl,Sin información.,María Elena Jorquera Araya,Corporación Educacional Santa Elena,DE TARAPACÁ,ALTO HOSPICIO
12680,ESC.TRANS.DE LA COMUN. IKI ARU,Las Avellanas  N°2952 2952,2796869,escuela_ikiaru@hotmail.com,www.escuelaikiaru.cl,Marcia Carolina Arena Fajardo,Entidad Individual Educacional Inspiracion,DE TARAPACÁ,ALTO HOSPICIO
40253,ESCUELA AUDIMED LOS AROMOS,Av. Los Aromos 4270,967045533,rossana.audimed@gmail.com,Sin información.,Rossana Andrea Pizarro González,Corporacion Educacional Los Aromos,DE TARAPACÁ,ALTO HOSPICIO
40270,ESCUELA DE LENGUAJE YATIÑA,"Pasaje España, Sitio 2 Y 3",492405,escuela.yatina@gmail.com,Sin información.,Lady Laura Del Carmen Gómez Martínez,Corporacion Educacional Suma Aru,DE TARAPACÁ,ALTO HOSPICIO
40205,ESCUELA ESPECIAL COANIL,Pampa  Unión 2706 2926,32252411,monica.osorio@coanil.cl,www.coanil.cl,Mónica Andrea Osorio Romero,Fundacion Educacional Coanil,DE TARAPACÁ,ALTO HOSPICIO
40193,ESCUELA ESPECIAL DE LENGUAJE FLOR DEL VALLE,Pasaje Padre Hurtado 4335,2490661,lenguajeflordelvalle@gmail.com,Sin información.,María José González Osorio,Corporacion Educacional Flor Del Valle,DE TARAPACÁ,ALTO HOSPICIO
40173,ESCUELA ESPECIAL DE LENGUAJE VICTORIA,Salitrera María Encarnación  3533,2730323,escueladelenguajevictoria@gmail.com,Sin información.,Viviana Mery Vilicic Lizama,Centro Educacional Victoria E.i.e,DE TARAPACÁ,ALTO HOSPICIO
12746,ESCUELA ESPECIAL DE LENGUAJE VILENKA,Calle 2 3402,2262524,vilenkaltda@yahoo.es,Sin información.,Vilinka Judith Vilicic Lizama,Escuela De Lenguaje Vilenka Vilicic E.i.e,DE TARAPACÁ,ALTO HOSPICIO
40317,ESCUELA ESPECIAL LENGUAJE AMAUTA,"Portugal  3130, La Pampa 3130",,amautatarapaca@gmail.com,Sin información.,Ariela Alejandra Véliz Coronado,Corporacion Educacional Amauta,DE TARAPACÁ,ALTO HOSPICIO
40054,ESCUELA SANTA LAURA,Av.jerusalen 3901,92186605,directora@acadsantalaura.cl,escuelasantalaura.webescuela.cl/,María Eugenia Ramírez Gómez,Teresa Yon Jorquera E.i.e.,DE TARAPACÁ,ALTO HOSPICIO
12704,JARDIN INFANTIL AMANECER,Los Naranjos 3057,2790153,j.infantilamanecer@gmail.com,Sin información.,María José Ramírez Barriga,Qhantati E.i.e,DE TARAPACÁ,ALTO HOSPICIO
12686,LICEO ACADEMIA NACIONAL,Avenida Los Condores 3881-a,978541419,direccion@academianacional.cl,www.academianacional.cl,Isabel Luz Martínez Ahumada,Corporación Educacional Academia Nacional Alto Hospicio,DE TARAPACÁ,ALTO HOSPICIO
12534,LICEO COLEGIO METODISTA ROBERT JOHNSON,Av Las Parcelas 32a,572574610,rectoria@cmrj.cl,www.cmrj.cl,Luis Paul Zúñiga Contreras,Fundacion Educacional Isaias Gutierrez Vallejos,DE TARAPACÁ,ALTO HOSPICIO
12603,LICEO LOS CONDORES,Avenida Tte. Hernán Merino Correa 2510,2495007,adm.liceoloscondores@gmail.com,www.liceoloscondores.cl,Silvio Humberto Ortiz Licidio,Fundación Educacional Los Cóndores,DE TARAPACÁ,ALTO HOSPICIO
12719,LICEO PABLO NERUDA,Tiliviche 3300,98263697,nerudahospicio@yahoo.es,www.lpneruda.cl,Juan Francisco Lizana Navarro,Corporación Educacional Pablo Neruda,DE TARAPACÁ,ALTO HOSPICIO
10917,LICEO S.S JUAN PABLO SEGUNDO,Pasaje El Salitre 3397,2216545,lbmjp@slepiquique.cl,www.liceobicentenariominero.cl,Goighet Dionisia Andrade Yana,Servicio Local De Educacion Pública De Iquique,DE TARAPACÁ,ALTO HOSPICIO
12649,LICEO SUPERIOR DIEGO PORTALES,Avda. Los Condores 3881,2543227,joseluisalfarozavala@gmail.com,www.colegiodiegoportales.cl,Cristian Omar Saavedra Ortiz,Fundacion Educacional Puerto Nuevo,DE TARAPACÁ,ALTO HOSPICIO
12730,LICEO TEC. PROF. DE ADULTOS CORESOL,Huantajaya S/n Alto Hospicio,2512643,mgodoy@coresol.cl,coresol.cl,Luis Alonso Mena Maldonado,Fundación Educacional Coresol Del Centro,DE TARAPACÁ,ALTO HOSPICIO
31475,PAN DE AZUCAR,Pasaje Salitrera Aguada 243,,maria.flores.a@junjired.cl,,Fhallo Nicole Francesca Manríquez Estay,"Junta Nacional De Jardines Infantiles, Junji",DE TARAPACÁ,ALTO HOSPICIO
36335,SALA CUNA Y JARDÍN INFANTIL DE INTEGRA LOS PIONEROS,Avenida Los Alamos  3794,572490272,1.lospioneros@fundacion.integra.cl,,Cortes A Del Carmen Araya,Fundacion Educacional Para El Desarrollo Integral De La Niñez Integra,DE TARAPACÁ,ALTO HOSPICIO
12736,ACADEMIA POZO ALMONTE,Avenida Comercio 111,2751063,micaru1122@gmail.com,www.hapa.cl,María Fernanda Aranda Calderón,Miriam Del Carmen Cabalin Rubilar E.i.e,DE TARAPACÁ,POZO ALMONTE
12699,ESC. ESP. DE LENGUAJE KHANA ARU,Calle 21 De Mayo 411,752022,khanaaruescuelalenguaje@yahoo.com,Sin información.,Gloria Yanett Barahona Heraldo,Entidad Individual Educacional Inspiracion,DE TARAPACÁ,POZO ALMONTE
10905,ESCUELA BASICA FUERTE BAQUEDANO,"Buin S/n Referencia A Diez Kilómetros Al  Norte Del Cruce De Humberstone, Dentro De La Villa Militar  Del Fuerte Baquedano.",2752804,escuela.fuertebaquedano@cormudespa.cl,Sin información.,Miriam Torres Alfaro,Cor.municipal De Des.social Pozo Almonte,DE TARAPACÁ,POZO ALMONTE
196,ESCUELA BASICA HUATACONDO,Obispado S/n,2327240,escuela.huatacondo@cormudespa.cl,Sin información.,Yasna Marisol Tapia Carmona,Cor.municipal De Des.social Pozo Almonte,DE TARAPACÁ,POZO ALMONTE
198,ESCUELA BASICA LA HUAYCA,Avda.b.o`higgins 444,2752569,escuela.lahuayca@cormudespa.cl,Sin información.,Maribel Leonor Mamani Mamani,Cor.municipal De Des.social Pozo Almonte,DE TARAPACÁ,POZO ALMONTE
195,ESCUELA BASICA LA TIRANA,Algarrobo S/nº,2752569,escuela.latirana@cormudespa.cl,Sin información.,Chely Fabiola Samit Miranda,Cor.municipal De Des.social Pozo Almonte,DE TARAPACÁ,POZO ALMONTE
192,ESCUELA BASICA MAMINA,Avenida Espana 698,59928749,escuela.mamina@cormudespa.cl,https://www.facebook.com/escuela-b%c3%a1sica-mami%c3%b1a-105941057429032/,Gonzalo Alejandro Monsalve Ocampo,Cor.municipal De Des.social Pozo Almonte,DE TARAPACÁ,POZO ALMONTE
193,ESCUELA BASICA POZO ALMONTE,Cascada 86,963336249,direccion@ebpa.cl,www.ebpa.cl,Wuilices Ower Rojas Bórquez,Cor.municipal De Des.social Pozo Almonte,DE TARAPACÁ,POZO ALMONTE
12617,ESCUELA ESTRELLA DEL SUR,Estacion 551,2752569,escuela.estrelladelsur@cormudespa.cl,basicaestrelladelsur.cl,Laura Elizabeth Bravo Godoy,Cor.municipal De Des.social Pozo Almonte,DE TARAPACÁ,POZO ALMONTE
12664,ESCUELA SAN SANTIAGO DE MACAYA,Eleuterio Ramirez S.n  Pueblo De Macaya,2752804,escuela.macaya@cormudespa.cl,https://www.facebook.com/escuelasansantiagodemacaya,Jocelyn Alejandra Arancibia Durán,Cor.municipal De Des.social Pozo Almonte,DE TARAPACÁ,POZO ALMONTE
191,LIC. ALCDE.SERGIO GONZALEZ GUTIERREZ,Calle Arica 454,2752867,director.liceoasgg@cormudespa.cl,www.liceoasgg.com,Alex René Jara Mella,Cor.municipal De Des.social Pozo Almonte,DE TARAPACÁ,POZO ALMONTE
12550,OASIS EN EL DESIERTO,Colonia Agricola De Pintados,2752804,escuela.oasiseneldesierto@cormudespa.cl,Sin información.,Gustavo Rolando Moya Martínez,Cor.municipal De Des.social Pozo Almonte,DE TARAPACÁ,POZO ALMONTE
36342,SALA CUNA DE INTEGRA ALMONTINA,Libertad,572751855,1.almontina@fundacion.integra.cl,,San Martin Pia Haydee Vilches,Fundacion Educacional Para El Desarrollo Integral De La Niñez Integra,DE TARAPACÁ,POZO ALMONTE
171,ESCUELA APAMILCA,Esmeralda S/n,9357109,haraya@educacioncamina.cl,Sin información.,Herman Eduardo Araya Araya,Ilustre Municipalidad De Camina,DE TARAPACÁ,CAMIÑA
167,ESCUELA CAMINA,Eleuterio Ramirez S/n En Esquina,993784330,escuelacamina@gmail.com,Sin información.,Priscila Susana Mamani Mamani,Ilustre Municipalidad De Camina,DE TARAPACÁ,CAMIÑA
172,ESCUELA CHAPIQUILTA,Chapiquilta,992222307,nflores@educacioncamina.cl,Sin información.,Nery Carmen Flores Platero,Ilustre Municipalidad De Camina,DE TARAPACÁ,CAMIÑA
168,ESCUELA CUISAMA,Camino Publico 217,967686882,sflores@educacioncamina.cl,Sin información.,Silvana Pamela Flores Calle,Ilustre Municipalidad De Camina,DE TARAPACÁ,CAMIÑA
174,ESCUELA FRANCIA,Cienfuegos 1644,991617196,mmamani@educacioncamina.cl,Sin información.,Marilyn Del Carmen Mamani Calle,Ilustre Municipalidad De Camina,DE TARAPACÁ,CAMIÑA
173,ESCUELA MOQUELLA,Pueblo De Moquella,997340510,btapia@educacioncamina.cl,Sin información.,Beatriz Victoria Tapia Loayza,Ilustre Municipalidad De Camina,DE TARAPACÁ,CAMIÑA
170,ESCUELA NAMA,Principal,965522061,emercado@educacioncamina.cl,Sin información.,Edinson Jakson Mercado Quispe,Ilustre Municipalidad De Camina,DE TARAPACÁ,CAMIÑA
169,ESCUELA QUISTAGAMA,Pueblo Quistagama,961924557,erivera@educacioncamina.cl,Sin información.,Egardo Augusto Rivera Acha,Ilustre Municipalidad De Camina,DE TARAPACÁ,CAMIÑA
175,ESCUELA YALA YALA,Los Olivos S/n,968055225,mconajagua@educacioncamina.cl,Sin información.,Maricel Marta Coñajagua García,Ilustre Municipalidad De Camina,DE TARAPACÁ,CAMIÑA
12759,LICEO CAMIÑA,Camino Fiscal S/n,90152047,daemcamina@hotmail.com,Sin información.,Danisa María Mamani Castro,Ilustre Municipalidad De Camina,DE TARAPACÁ,CAMIÑA
177,ESCUELA BASICA CARIQUIMA,Puerto Varas 124,88115945,freddytenorio33@gmail.com,Sin información.,Freddy Tenorio Redondo,Ilustre Municipalidad De Colchane,DE TARAPACÁ,COLCHANE
186,ESCUELA BASICA ENQUELGA,Enquelga S/n,94654806,juanrodrigomollo@gmail.com,Sin información.,Juan Rodrigo Mollo Condori,Ilustre Municipalidad De Colchane,DE TARAPACÁ,COLCHANE
